RADIO,PERSONAS,decil_NSE
820633216,992,3
820633301,1484,1
820633302,1062,1
820633303,1224,1
820633304,1117,1
820633305,845,3
820633306,1009,6
820633307,953,7
820633308,1343,7
820633309,852,2
820633310,1012,2
820633401,2919,1
820633402,1484,3
820633403,1656,2
820633404,1005,2
820633405,5764,3
820633406,2133,5
820633407,871,5
820633408,757,4
820633409,966,2
820633410,830,2
820633411,973,4
820633412,1607,3
820633413,3265,4
820633501,907,1
820633502,855,2
820633503,856,3
820633504,665,5
820633505,609,6
820633506,892,8
820633507,725,9
820633508,736,10
820633509,729,10
900630104,1560,4
900630105,1532,3
900630106,1059,6
900630107,660,5
900630108,1644,3
900630109,1189,4
900630110,1534,5
900630111,1588,3
900630112,1057,4
900630113,1285,6
900630114,1350,2
900630305,2157,1
500700401,490,2
500700402,1168,4
500700403,1489,2
500700404,1790,2
500700405,1506,2
500700406,1643,2
500700407,1773,3
500700408,2208,2
500700409,1839,1
500700410,457,4
500700412,1505,1
500700413,1671,1
500700423,1274,5
500700424,735,3
500700501,1907,7
500700502,1184,5
500700503,602,8
500700504,814,5
500700505,1210,7
500700506,1127,4
500700507,957,4
500700508,887,6
500700509,674,5
500700510,1403,4
500700511,1224,3
500700512,1421,3
500700513,1213,3
500700514,1067,1
500700601,1665,3
500700602,1754,3
500700603,1532,5
500700604,685,4
500700605,813,4
500700606,991,5
500700607,1096,3
500700608,1755,3
500700609,771,6
500700610,701,3
500700611,679,2
500700612,1480,2
500700613,951,9
500700701,667,7
500700702,948,6
500700703,1122,5
500700704,718,6
500700705,1173,3
500700706,1684,1
500700707,883,5
500700708,943,3
500700709,572,5
500700710,535,4
500700711,832,6
500700712,585,7
500700801,1111,6
500700802,939,6
500700803,938,6
500700804,1197,8
500700805,1674,5
500700806,1167,7
500700807,754,6
500700808,1000,9
500700809,833,7
500700810,1202,4
500700811,913,4
500700812,1154,4
500700813,851,2
500700814,1015,3
500700815,777,2
500700816,1178,8
500700901,947,3
500700902,1573,1
500700903,2875,2
500700904,1290,2
500700905,760,5
500700906,639,5
500700907,1006,6
500700908,1306,4
500700909,848,2
500700910,910,1
500700911,1617,1
500700912,1182,2
500700913,812,3
500701001,1273,4
500701002,972,5
500701003,941,6
500701004,1095,7
500701005,569,6
500701006,1440,6
500701007,777,8
500701008,670,5
500701009,697,4
500701010,991,7
500701011,589,6
500701012,1176,9
500701013,769,3
700700501,1369,2
700700502,938,4
700700503,1130,1
700700504,788,1
700700505,1046,1
700700506,1379,1
700700507,1284,1
700700508,1190,3
700700509,1104,2
700700510,1338,2
700700511,1928,1
700700512,1584,4
700700513,1355,2
700700514,1499,2
700700515,1328,3
700700516,1625,1
700700517,1341,1
700700518,771,2
260770101,129,NA
260770202,3,6
260770204,206,1
260770301,308,10
260770302,550,9
260770303,468,8
260770304,858,4
260770305,1026,6
260770306,676,9
260770307,414,9
260770308,267,8
260770309,182,10
260770310,340,10
260770311,272,10
260770312,257,9
260770313,279,10
260770314,277,10
260770315,355,10
260770316,246,2
260770501,539,7
260770502,1184,2
260770503,819,3
260770504,929,5
260770505,975,4
260770506,941,4
260770507,826,7
260770508,669,4
260770509,772,5
260770510,1049,7
260770511,695,7
260770512,686,5
260770513,642,5
260770514,747,3
260770515,733,3
260770516,673,8
260770517,653,5
260770518,894,1
260770519,702,4
260770520,347,7
260770601,491,7
260770602,673,7
260770603,746,8
260770604,579,6
260770605,1089,3
260770606,1050,4
260770607,567,3
260770608,988,4
260770609,756,5
260770610,568,5
260770611,802,5
260770612,623,4
260770701,1583,5
260770702,1023,6
260770703,1457,4
260770704,1793,5
260770705,1128,1
260770706,875,1
260770707,1337,1
260770708,804,1
260770709,1424,1
260770710,1059,2
260770711,636,2
260770712,1154,3
260770713,1009,3
260770714,777,2
260770715,579,2
260770801,1128,1
260770802,1073,4
260770803,1401,2
260770804,793,4
260770805,796,3
260770806,1236,3
260770807,465,3
260770808,1185,2
260770809,893,1
260770810,835,3
260770811,423,9
260770812,567,5
260770813,895,4
260770814,713,1
260770815,1051,2
260770901,1598,1
260770902,1276,2
260770903,1763,1
260770904,835,3
260770905,1073,3
260770906,1137,2
260770907,757,2
260770908,893,2
260770909,870,2
260770910,1267,1
260770911,1426,1
260770912,1640,2
260771001,818,3
260771002,656,6
260771003,375,6
260771004,640,5
260771005,785,7
260771006,357,9
260771007,497,9
260771008,510,8
260771009,478,9
260771010,514,9
260771011,320,8
260771012,446,10
260771013,810,7
260771014,816,6
260771015,962,8
260771016,1574,6
260771017,1240,6
260771018,752,4
260771101,655,4
260771102,1640,5
260771103,1322,2
260771104,864,1
260771105,1069,1
260771106,954,8
260771107,1071,3
260771108,576,5
260771109,561,6
260771110,316,9
260771111,416,8
260771112,629,8
260771113,938,7
260771114,650,6
260771201,1584,7
260771202,969,6
260771203,1115,5
260771204,820,7
260771205,947,7
260771206,841,10
260771207,941,10
260771208,784,9
260771209,511,10
260771210,764,8
260771211,996,9
260771212,949,8
260771213,753,7
260771214,1357,4
260771215,1289,6
260771301,1210,3
260771302,1635,6
260771303,900,10
260771304,1113,6
260771305,1059,10
260771306,1243,9
260771307,1014,7
260771308,1212,9
260771309,1476,8
260771310,666,8
260771311,879,9
260771312,838,8
260771313,680,10
260771314,403,10
660770104,576,8
660770105,857,5
660770106,717,8
660770107,799,6
660770108,931,7
660770109,695,6
700770101,560,3
700770102,2014,2
700770103,18,2
700770104,1451,1
700770105,1134,1
700770106,1091,1
700770201,1341,4
700770202,1511,3
700770203,1391,3
700770204,1451,3
700770205,1315,3
700770206,1323,5
700770207,1273,4
700770208,1629,5
700770209,1117,8
700770210,641,2
700770211,1032,8
700770212,1003,3
700770213,1283,4
700770301,935,3
700770302,968,5
700770303,1035,6
700770304,1357,3
700770305,1041,3
700770306,1330,4
700770307,1436,4
700770308,863,5
700770309,1229,3
700770310,1273,5
700770311,1204,5
700770312,844,6
700770313,911,1
700770401,738,6
700770402,634,5
700770403,823,7
700770404,905,8
700770405,878,6
700770406,1054,7
700770407,1045,9
700770408,812,7
700770409,711,5
700770410,1206,7
700770411,757,2
700770412,1244,4
700770413,638,5
700770414,768,2
700770415,859,4
700770416,884,2
700770501,1008,7
700770502,1389,2
700770503,837,7
700770504,595,3
700770505,877,6
700770506,584,8
700770507,1176,5
700770508,874,5
700770509,673,4
700770510,1436,3
700770511,1491,7
700770512,1215,8
700770801,676,6
700770802,828,4
700770803,1450,5
700770804,974,1
700770805,1294,2
700770806,1736,4
700770807,925,1
700770808,1133,5
700770809,1436,4
700770810,1705,4
700770811,1233,1
700770812,1187,3
700770813,1779,1
700770814,1097,3
700770815,1131,1
700770901,987,6
700770902,871,6
700770903,957,6
700770904,1207,3
700770905,2024,1
700770906,1210,2
700770907,1130,2
700770908,1066,3
700770909,1271,1
700770910,1348,3
700770911,1196,3
700770912,1030,5
700771001,695,8
700771002,1577,4
700771003,714,7
700771004,1125,6
700771005,1151,6
700771006,1179,4
700771007,1392,5
700771008,876,3
700771009,763,5
700771010,1007,3
700771011,780,7
700771012,829,6
700771013,1340,6
300840101,974,2
300840102,981,2
300840103,371,7
300840104,1132,1
300840105,1052,2
300840106,777,1
300840107,670,1
300840108,1553,1
300840109,433,1
300840110,776,1
300840111,1557,1
300840112,1271,1
300840113,1318,1
300840114,1585,2
300840201,840,3
300840202,463,10
300840203,591,10
300840204,489,10
300840205,835,10
300840206,456,10
300840207,484,8
300840208,1273,2
300840209,594,9
300840210,316,10
300840211,528,10
300840212,565,10
300840213,603,10
300840214,459,10
300840215,701,8
300840216,1111,2
300840217,743,8
300840218,625,10
300840219,586,9
300840220,486,9
300840221,469,9
300840222,373,9
300840223,305,10
300840224,325,9
300840301,819,9
300840302,1126,1
300840303,840,5
300840304,695,6
300840305,1672,2
300840306,671,10
300840307,474,10
300840308,543,10
300840309,617,10
300840310,890,7
300840311,703,8
300840312,523,7
300840313,341,9
300840314,802,10
300840315,603,7
300840316,505,8
300840317,563,9
300840318,992,10
300840319,231,10
300840320,498,10
300840321,369,10
300840322,244,10
300840323,354,10
300840401,1217,1
300840402,1100,1
300840403,340,9
300840404,1152,6
300840405,876,4
300840406,790,5
300840407,575,3
300840408,798,6
300840409,1210,3
300840410,939,3
300840411,1415,5
300840412,1206,7
300840413,768,6
300840414,907,4
300840415,1474,2
300840416,1281,5
300840417,1040,5
300840418,1099,2
300840419,552,4
300840420,764,6
300840421,749,8
300840501,1087,7
300840502,740,5
300840503,874,3
300840504,1028,6
300840505,1714,4
300840506,779,4
300840507,771,6
300840508,1093,5
300840509,667,8
300840510,743,6
300840511,628,4
300840512,1140,7
300840513,821,8
300840514,1319,2
300840515,704,4
300840516,1156,4
300840517,892,3
300840518,690,4
300840519,663,6
300840520,848,6
300840521,561,5
300840522,918,8
300840523,1053,7
300840524,980,7
300840601,678,10
300840602,201,10
300840603,456,10
300840604,800,10
300840605,410,10
300840606,456,10
300840607,398,9
300840608,869,9
300840609,336,9
300840610,142,10
300840611,305,9
300840612,734,7
300840613,381,9
300840614,412,9
300840615,706,9
300840616,821,8
300840617,761,9
300840618,633,9
300840619,762,9
300840620,874,9
300840621,853,8
300840622,667,7
300840623,755,7
300840701,866,5
300840702,713,10
300840703,256,9
300840704,198,9
300840705,338,9
300840706,543,9
300840707,454,9
300840708,785,9
300840709,1000,8
300840710,852,9
300840711,859,9
300840712,895,8
300840713,1382,1
300840714,1330,1
300840715,971,6
300840801,686,3
300840802,1049,5
300840803,834,5
300840804,1196,2
300840805,1262,2
300840806,1084,4
300840807,1005,8
300840808,568,7
300840809,762,6
300840810,1090,5
300840811,871,8
300840812,922,5
300840813,84,8
300840814,1022,5
300840815,982,6
300840816,1197,1
300840817,985,2
300840818,1172,6
300840819,1226,5
300840820,997,6
300840821,1286,8
300840822,1191,8
300840823,598,6
300840901,818,7
300840902,786,6
300840903,374,8
300840904,842,8
300840905,486,7
300840906,704,5
300840907,1374,5
300840908,717,6
300840909,1003,4
300840910,700,5
300840911,1062,8
300840912,853,3
300840913,1142,4
300840914,991,4
300840915,437,4
300840916,978,4
300840917,1166,3
300841001,799,6
300841002,955,2
300841003,867,3
300841004,502,6
300841005,599,7
300841006,603,7
300841007,733,8
300841008,911,6
300841009,1077,5
300841010,635,4
300841011,861,7
300841012,760,6
300841013,813,7
300841014,1223,7
300841015,1158,6
300841016,594,5
300841017,1065,6
300841018,1219,5
300841019,507,4
300841020,1274,6
300841021,957,4
300841101,307,4
300841102,838,5
300841103,1268,3
300841104,1082,2
300841105,430,1
300841106,1290,2
300841107,1189,3
300841108,783,3
300841110,1532,2
300841111,980,5
300841112,829,5
300841113,656,1
300841114,1171,2
300841201,283,8
300841202,601,10
300841203,171,7
300841204,160,9
300841205,867,6
300841206,230,8
300841207,770,8
300841210,536,3
300841211,632,3
300841212,34,1
300841301,1227,1
300841302,671,1
300841303,164,1
300841304,661,3
300841305,198,8
300841306,656,3
300841307,635,1
300841401,1005,6
300841402,1215,6
300841403,1023,5
300841404,1183,3
300841405,1251,2
300841406,1425,5
300841407,1227,5
300841408,715,6
300841409,1019,3
300841410,1054,5
300841411,1054,5
300841412,1275,4
300841413,573,4
300841414,1189,4
300841415,414,6
300841416,1022,4
300841417,1263,2
300841501,938,8
300841502,515,7
300841503,1364,5
300841504,983,7
300841505,515,5
300841506,1255,7
300841507,1344,4
300841508,1210,7
300841509,691,4
300841510,955,6
300841511,532,7
300841512,1247,6
300841601,1245,3
300841602,753,9
300841603,944,7
300841604,780,8
300841605,617,8
300841606,976,7
300841607,1010,6
300841608,1130,7
300841609,888,8
300841610,955,8
300841611,1126,7
300841701,467,1
300841702,1151,2
300841703,970,2
300841704,928,3
300841705,817,3
300841706,561,3
300841707,1317,3
300841708,1123,3
300841709,1118,2
300841710,1317,3
300841711,910,3
300841712,815,4
300841713,1039,4
300841714,1548,1
300841715,1083,1
300841716,861,1
300841717,828,1
300841718,813,1
300841719,1580,1
300841802,1069,1
300841903,11,4
300841904,17,1
300841905,595,3
300841906,504,2
300841907,299,2
300841908,72,5
300841909,374,2
300841910,529,3
300841911,430,4
300841912,139,9
300842001,33,1
300842002,229,4
300842003,179,3
300842004,115,1
300842005,73,2
300842006,56,2
300842007,61,4
300842101,1196,2
300842102,395,4
300842103,609,3
300842104,582,2
300842105,420,2
300842106,1700,1
300842107,810,5
300842108,868,4
300842201,535,2
300842202,406,2
300842203,195,3
300842204,333,2
300842205,280,3
300842206,776,4
300842302,227,3
300842305,658,7
300842306,637,7
300842307,446,8
300842308,684,10
300842309,716,9
300842310,589,8
300842311,159,7
700840102,247,9
700840201,1363,1
700840202,916,3
700840203,1067,4
700840204,1572,8
700840205,1080,5
700840206,817,10
700840207,872,8
700840208,1145,10
700840209,883,9
700840210,1210,10
700840211,1255,9
700840212,1306,8
700840213,825,7
700840214,746,5
700840215,1175,7
700840216,1142,7
700840217,795,9
700840301,1490,5
700840302,1173,8
700840303,1158,6
700840304,1275,3
700840305,1679,9
700840306,1259,7
700840307,1437,7
700840308,1303,6
700840309,1288,6
700840310,1377,6
700840311,1308,6
700840312,1284,7
700840313,941,7
700840314,1062,5
700840315,1179,7
700840316,1062,5
700840317,988,6
700840318,813,4
700840319,958,6
700840320,873,9
700840401,1723,8
700840402,772,9
700840403,992,8
700840404,729,10
700840405,1436,7
700840406,731,1
700840407,936,2
700840408,938,7
700840409,1286,4
700840410,879,8
700840411,672,8
700840412,1413,6
700840413,709,8
700840414,828,4
700840415,886,4
700840416,793,9
700840417,790,9
700840501,1286,4
700840502,851,8
700840503,2046,1
700840504,2073,7
700840505,1135,1
700840506,1005,1
700840601,1259,3
700840602,1705,3
700840603,859,9
700840604,1247,8
700840605,856,9
700840606,991,10
700840607,923,10
700840608,1028,10
700840609,1116,9
700840610,2008,2
700840611,1362,3
700840612,1277,3
700840613,719,3
820840202,1233,1
820840203,1275,3
820840204,1524,3
820840205,887,5
820840206,2268,2
820840207,805,7
820840208,1492,6
820840209,1515,6
820840210,1813,5
820840211,1163,1
820840212,1207,1
820840214,1480,2
820840301,484,2
820840302,1541,1
820840303,1138,2
820840304,1225,1
820840305,1492,3
820840306,1630,4
820840307,2294,10
820840308,1662,1
820840309,1093,4
820840310,1010,4
820840311,1830,1
820840401,534,6
820840402,740,5
820840403,995,7
820840404,1094,6
820840405,1103,8
820840406,969,7
820840407,625,6
820840408,834,5
820840409,1155,8
820840410,691,7
820840411,853,5
820840412,999,5
820840413,1218,1
820840414,754,6
820840415,655,5
820840416,320,7
820840417,269,7
820840418,417,7
820840419,194,7
820840420,1175,5
820840421,1800,5
820840422,759,3
820840501,1204,4
820840502,2514,7
820840503,1098,8
820840504,397,8
820840505,1781,5
820840506,967,7
820840507,932,8
820840508,864,6
820840509,906,7
820840510,743,9
820840511,904,9
820840512,513,8
820840513,640,6
820840514,987,7
820840515,627,9
820840516,912,10
820840517,974,7
820840518,1165,7
820840519,1044,9
820840601,670,4
820840602,905,5
820840603,755,5
820840604,1706,1
820840605,1891,1
820840606,1278,4
820840607,723,5
820840608,773,5
820840609,746,3
820840610,1108,8
820840611,1054,7
820840612,1046,3
820840613,1177,6
820840614,1520,5
820840615,940,3
820840616,2209,2
820840617,978,3
820840618,863,5
820840619,769,4
820840620,918,4
820840621,903,5
820840622,1095,3
820840623,1260,1
820840624,485,2
820840701,908,1
820840702,1143,3
820840703,1548,4
820840704,1524,2
820840705,1912,4
820840706,2461,1
820840707,1147,2
820840708,867,3
820840709,1607,4
820840710,614,7
820840711,707,8
820840712,732,7
820840713,605,9
820840714,778,7
820840715,812,5
820840716,636,5
820840717,1116,3
820840718,1198,4
820840719,703,6
820840720,907,7
820840721,1829,1
820840722,678,3
820840723,944,4
820840724,963,4
820840801,690,8
820840802,827,7
820840803,923,7
820840804,794,7
820840805,884,6
820840806,908,6
820840807,1048,5
820840808,916,7
820840809,809,7
820840810,788,6
820840811,1843,1
820840901,773,7
820840902,923,8
820840903,610,7
820840904,717,7
820840905,852,7
820840906,787,7
820840907,2287,3
820840908,914,5
820840909,538,6
820840910,525,7
820840911,542,7
820841001,1566,1
820841002,1774,1
820841003,768,4
820841004,1848,1
820841005,1248,1
820841006,1795,2
820841007,2582,2
820841008,1514,3
820841009,1671,3
820841010,1719,2
820841011,2069,2
820841012,1827,3
820841013,1146,2
820841014,1322,3
820841015,773,2
820841016,464,3
820841017,1327,3
820841018,1863,3
820841019,4663,2
820841020,1151,1
820841101,786,10
820841102,587,10
820841103,931,9
820841104,653,8
820841105,1045,5
820841106,1084,3
820841107,1629,4
820841108,831,10
820841109,57,9
820841110,1694,7
820841111,1156,9
820841112,912,9
820841113,637,4
820841114,1153,2
820841115,661,3
820841116,834,6
820841117,992,7
820841118,939,8
820841119,925,7
820841201,1410,2
820841202,1178,2
820841203,1073,3
820841204,1485,2
820841205,1019,2
820841206,1643,2
820841207,760,2
820841208,734,4
820841209,1287,1
820841210,943,4
820841211,1401,1
820841212,887,4
820841213,1018,3
820841214,967,4
820841215,949,6
820841216,744,4
820841217,867,4
820841218,1375,2
820841219,1018,1
820841220,998,1
820841221,1245,3
820841301,927,5
820841302,1915,2
820841303,1525,3
820841304,1989,1
820841305,779,5
820841306,1080,4
820841307,694,4
820841308,945,4
820841309,615,6
820841310,974,7
820841311,830,7
820841312,642,7
820841313,1421,4
820841314,948,4
820841401,834,6
820841402,529,7
820841403,751,7
820841404,936,6
820841405,769,6
820841406,959,5
820841407,812,6
820841408,889,6
820841409,643,5
820841410,1043,5
820841411,494,5
820841501,725,6
820841502,813,7
820841503,699,7
820841504,786,6
820841505,699,7
820841506,740,7
820841507,544,5
820841508,737,5
820841509,813,5
820841601,761,8
820841602,897,8
820841603,912,8
820841604,786,8
820841605,900,7
820841606,729,8
820841607,867,8
820841608,471,8
820841609,878,7
820841610,566,8
820841611,514,7
820841612,516,8
820841701,436,6
820841702,566,8
820841703,561,8
820841704,645,7
820841705,602,9
820841706,756,9
820841707,592,9
820841708,346,9
820841709,723,9
820841710,631,9
820841711,798,8
820841712,640,9
820841713,666,9
820841714,698,8
820841715,775,9
820841716,409,10
820841717,476,10
820841718,534,10
820841719,578,9
820841801,1012,9
820841802,345,9
820841803,311,10
820841804,1027,10
820841805,576,9
820841806,528,9
820841807,899,10
820841808,525,9
820841809,571,9
820841810,588,10
820841811,821,10
820841812,475,10
820841813,766,10
820841814,467,9
820841815,497,10
820841816,335,10
820841817,386,10
820841818,795,9
820841901,620,10
820841902,551,10
820841903,735,10
820841904,427,9
820841905,455,10
820841906,447,10
820841907,428,10
820841908,615,10
820841909,848,10
820841910,769,10
820841911,538,9
820841912,580,10
820841913,320,10
820841914,362,9
820841915,489,8
820841916,457,10
820841917,722,9
820841918,698,10
820841919,332,10
820841920,374,9
820841921,313,10
820841922,207,10
820841923,316,8
820841924,593,10
820842001,530,10
820842002,546,10
820842003,756,9
820842004,411,9
820842005,374,10
820842006,430,10
820842007,571,10
820842008,384,9
820842009,621,10
820842010,349,10
820842011,488,10
820842012,572,10
820842013,635,10
820842014,528,8
820842015,286,10
820842016,390,8
820842017,266,8
820842101,642,10
820842102,783,10
820842103,596,9
820842104,814,10
820842105,353,10
820842106,91,10
820842107,588,9
820842108,539,10
820842109,482,10
820842110,524,9
820842111,554,10
820842112,293,10
820842113,136,10
820842114,727,10
820842115,395,10
820842116,612,10
820842117,329,8
820842201,520,10
820842202,482,9
820842203,523,10
820842204,20,2
820842205,728,10
820842206,673,10
820842207,727,10
820842208,818,9
820842209,497,9
820842210,840,8
820842211,781,10
820842212,754,10
820842213,395,9
820842301,630,9
820842302,483,10
820842303,731,8
820842304,443,10
820842305,656,10
820842306,600,10
820842307,667,8
820842308,672,10
820842309,695,9
820842310,419,9
820842311,775,9
820842312,649,10
820842313,702,10
820842314,546,8
820842315,535,8
820842316,510,8
820842317,417,8
820842318,484,8
820842319,463,9
820842320,479,10
820842321,313,10
820842322,453,9
820842323,531,8
820842324,414,9
820842401,403,9
820842402,598,9
820842403,405,9
820842404,704,8
820842405,715,9
820842406,505,9
820842407,591,10
820842408,488,10
820842409,690,9
820842410,433,10
820842411,412,10
820842412,659,8
820842413,755,9
820842414,382,9
820842415,427,10
820842416,552,9
820842417,281,10
820842418,487,9
820842419,456,10
820842501,563,9
820842502,473,8
820842503,400,10
820842504,507,4
820842505,522,10
820842506,698,9
820842507,568,9
820842508,677,8
820842509,710,9
820842510,338,8
820842511,567,10
820842512,1125,9
820842513,744,9
820842514,154,9
820842515,352,8
820842516,229,8
820842601,601,9
820842602,629,8
820842603,633,9
820842604,730,9
820842605,384,10
820842606,421,9
820842607,545,8
820842608,555,8
820842609,289,8
820842610,669,8
820842611,404,9
820842612,314,9
820842613,783,9
820842614,633,9
820842615,567,8
820842616,802,9
820842617,423,9
820842618,392,8
820842619,324,9
820842620,410,9
820842621,735,8
820842622,309,8
820842623,479,10
820842701,909,10
820842702,571,10
820842703,425,10
820842704,365,8
820842705,369,10
820842706,379,9
820842707,555,9
820842708,576,10
820842709,302,10
820842710,592,9
820842711,460,10
820842712,788,10
820842713,495,10
820842714,579,10
820842715,691,9
820842716,588,10
820842717,314,9
820842718,390,9
820842719,431,10
820842720,417,10
820842721,527,10
820842722,403,8
820842801,396,9
820842802,834,10
820842803,352,10
820842804,535,9
820842805,270,10
820842806,60,10
820842807,788,9
820842808,410,9
820842809,700,9
820842810,881,10
820842811,843,9
820842812,424,8
820842813,499,9
820842814,335,9
820842815,650,9
820842816,654,9
820842817,625,10
820842818,451,10
820842819,507,7
820842820,652,10
820842821,438,9
820842822,405,10
820842823,332,9
820842824,586,9
820842825,412,10
820842901,1070,9
820842902,691,9
820842903,737,10
820842904,693,9
820842905,803,10
820842906,389,8
820842907,682,9
820842908,732,9
820842909,505,9
820842910,801,10
820842911,850,10
820842912,721,10
820842913,562,9
820842914,747,8
820842915,687,10
820842916,455,7
820842917,846,8
820842918,725,10
820842919,631,10
820842920,541,8
820842921,334,8
820842922,378,9
820842923,376,10
820842924,686,10
820843001,811,4
820843002,904,4
820843003,1890,4
820843004,1260,3
820843005,958,2
820843006,865,2
820843007,1557,2
820843008,948,2
820843009,1206,3
820843010,1238,2
820843011,783,3
820843012,974,4
820843013,781,2
820843014,1169,2
820843101,1148,5
820843102,851,5
820843103,825,6
820843104,832,6
820843105,492,4
820843106,877,6
820843107,552,6
820843108,835,6
820843109,550,7
820843110,915,6
820843111,951,7
820843112,891,6
820843113,885,6
820843114,922,5
820843115,714,6
820843116,909,5
820843117,736,6
820843118,763,6
820843119,760,6
820843120,721,6
820843121,890,5
820843201,1308,3
820843202,1051,4
820843203,964,4
820843204,960,6
820843205,1000,2
820843206,1275,2
820843207,1090,3
820843208,1839,3
820843209,812,3
820843210,1215,1
820843211,1027,3
820843212,1607,3
820843213,1395,3
820843214,793,4
820843215,1105,3
820843301,995,3
820843302,1220,1
820843303,1701,2
820843304,1194,2
820843305,1553,3
820843306,1165,3
820843307,1006,2
820843308,818,3
820843309,1572,3
820843310,1529,3
820843311,1497,3
820843312,1255,3
820843313,964,2
820843314,1001,1
820843315,1974,1
820843316,1284,2
820843317,1483,1
820843318,1201,2
820843319,1003,4
820843401,1016,1
820843402,1411,1
820843403,422,5
820843404,1451,2
820843405,931,5
820843406,926,5
820843407,855,6
820843408,1071,7
820843409,1290,6
820843410,838,7
820843411,529,7
820843412,659,6
820843413,507,7
820843414,818,6
820843415,1005,3
820843416,1481,2
820843417,721,5
820843418,426,6
820843419,620,1
820843501,1166,2
820843502,434,4
820843503,704,5
820843504,977,5
820843505,976,5
820843506,723,7
820843507,543,6
820843508,792,3
820843509,1219,5
820843510,1322,2
820843511,1400,2
820843512,1641,1
820843513,978,3
820843514,1281,2
820843515,1390,4
820843516,1127,1
820843517,2772,1
820843601,635,7
820843602,720,8
820843603,713,9
820843604,822,7
820843605,454,7
820843606,391,10
820843607,790,10
820843608,906,7
820843609,920,7
820843610,916,6
820843611,835,6
820843612,1832,5
820843613,825,7
820843614,653,6
820843615,631,5
820843616,1306,5
820843617,586,7
820843618,582,6
820843619,510,10
820843701,849,9
820843702,1059,10
820843703,663,8
820843704,577,8
820843705,585,8
820843706,758,8
820843707,607,9
820843708,842,8
820843709,481,9
820843710,769,8
820843711,518,8
820843712,905,9
820843713,817,8
820843714,813,9
820843715,617,9
820843716,534,9
820843801,901,9
820843802,774,8
820843803,744,9
820843804,852,9
820843805,741,8
820843806,729,7
820843807,659,8
820843808,484,8
820843809,559,8
820843810,840,8
820843811,1049,5
820843812,760,3
820843813,1044,5
820843814,886,6
820843815,621,8
820843901,466,8
820843902,524,10
820843903,696,9
820843904,561,8
820843905,924,8
820843906,770,8
820843907,867,8
820843908,921,8
820843909,493,8
820843910,424,8
820843911,632,7
820843912,890,8
820843913,791,9
820843914,353,8
820843915,476,10
820843916,350,9
820843917,408,8
820843918,1258,7
820843919,464,8
820843920,570,7
820844001,831,9
820844002,696,9
820844003,824,8
820844004,1055,6
820844005,1436,1
820844006,617,8
820844007,631,9
820844008,462,9
820844009,776,6
820844010,770,8
820844011,360,2
820844012,222,8
820844013,621,6
820844014,900,9
820844015,595,9
820844101,818,7
820844102,831,6
820844103,783,6
820844104,950,4
820844105,0,NA
820844106,843,5
820844107,1054,6
820844108,1028,3
820844109,1126,1
820844110,1523,1
820844111,949,5
820844112,1027,1
820844201,442,5
820844202,675,1
820844203,334,1
820844204,757,1
820844205,723,1
820844206,367,2
820844207,1341,1
820844208,1103,1
820844209,1150,3
820844210,1066,6
820844211,925,1
820844212,1005,1
820844213,1505,2
820844214,543,3
820844301,689,7
820844302,617,6
820844303,658,7
820844304,724,8
820844305,679,7
820844306,660,7
820844307,893,6
820844308,429,7
820844309,684,7
820844310,652,6
820844311,859,6
820844312,1095,6
820844313,1002,5
820844314,1132,7
820844401,1028,7
820844402,410,6
820844403,1130,5
820844404,1017,3
820844405,532,7
820844406,746,7
820844407,802,4
820844408,760,3
820844409,822,6
820844410,741,6
820844411,603,5
820844412,721,7
820844413,809,8
820844414,685,6
820844415,748,7
820844416,946,6
820844417,776,6
820844418,835,6
820844501,787,4
820844502,503,6
820844503,1118,6
820844504,826,6
820844505,607,6
820844506,475,4
820844507,760,5
820844508,692,5
820844509,1042,6
820844510,986,7
820844511,1094,6
820844512,945,6
820844513,382,3
820844514,1080,5
820844515,753,5
820844516,1194,1
820844517,1055,2
820844518,1165,4
820844519,929,5
820844520,966,3
820844521,586,5
820844522,713,6
820844523,1071,7
820844524,835,7
820844601,963,7
820844602,914,6
820844603,986,6
820844604,903,8
820844605,453,8
820844606,1096,7
820844607,1345,4
820844608,894,6
820844609,2076,1
820844610,1047,4
820844611,1483,1
820844612,718,3
820844613,1403,3
820844614,1424,2
820844615,760,2
820844701,1062,1
820844702,845,2
820844703,1065,1
820844704,1906,2
820844705,1249,2
820844706,979,3
820844707,752,3
820844708,862,4
820844709,740,5
820844710,1487,3
820844711,722,4
820844712,856,3
820844713,810,2
820844714,865,3
820844715,893,3
820844716,1865,3
820844801,1860,3
820844802,1356,3
820844803,1091,5
820844804,969,2
820844805,982,5
820844806,1366,3
820844807,2277,1
820844808,822,3
820844809,709,3
820844810,1120,4
820844811,1602,4
820844812,913,5
820844813,1527,3
820844814,1195,2
820844815,809,5
820844816,1282,4
820844817,1513,4
820844818,1062,1
820844819,1044,2
820844820,1229,3
820844821,1767,3
820844822,1547,1
820844901,492,1
820844902,1063,2
820844903,1131,3
820844904,1151,3
820844905,953,2
820844906,675,3
820844907,1929,1
820844908,2250,1
820844909,1265,3
820844910,1211,3
820844911,2729,1
820844912,1401,2
820844913,1439,1
820844914,1669,1
820844915,1116,1
820845001,932,4
820845002,1108,4
820845003,937,4
820845004,1262,4
820845005,1042,4
820845006,1231,4
820845007,1364,4
820845008,1266,2
820845009,607,5
