RADIO,PERSONAS,decil_NSE
064903501,898,1
064903502,916,3
064903503,1425,1
064903504,1422,1
064903505,1296,1
064903506,1642,1
064903507,1216,1
064903508,1742,3
064903509,966,2
064903510,1206,2
064903511,1017,1
064903512,1031,4
064903513,1887,1
064903514,1540,2
064903515,891,4
064903516,750,4
064903517,1174,4
064903518,1330,4
064903601,1671,4
064903602,1695,1
064903603,1027,1
064903604,1335,1
064903605,1066,3
064903606,1283,3
064903607,1165,3
064903608,1076,2
064903609,1034,4
064903610,1528,2
064903611,1141,5
064903612,1228,4
064903701,1284,2
064903702,1023,3
064903703,819,3
064903704,907,4
064903705,1065,2
064903706,1249,3
064903707,991,3
064903708,777,3
064903709,1995,4
064903710,1418,3
064903711,1897,4
064903712,1246,3
064903713,1704,3
064903714,1597,2
064903801,781,4
064903802,1334,2
064903803,733,3
064903804,879,2
064903805,1556,2
064903806,1260,1
064903807,1378,2
064903808,1929,3
064903809,1116,3
064903810,1058,3
064903811,1373,2
064903812,972,4
064903813,784,4
064903814,886,3
064903815,697,3
064903816,1909,5
064903817,2003,4
064903901,1192,1
064903902,741,1
064903903,3357,1
064903904,1860,2
064903905,1859,1
064903906,1660,2
064903907,768,1
064903908,1126,1
064903909,1374,2
064903910,1050,2
064903911,1767,1
064903912,1161,3
064903913,883,3
064903914,1498,3
064903915,2430,2
064903916,1347,2
064904001,976,1
064904002,1001,1
064904003,1280,2
064904004,1894,1
064904005,1107,3
064904006,2422,1
064904007,1592,1
064904008,1745,1
064904009,2264,1
064904010,1621,1
064904011,1255,1
064904012,2341,1
064904013,1878,1
064904101,40,9
064904102,117,5
064904201,812,8
064904202,964,8
064904203,896,8
064904204,925,8
064904205,770,8
064904206,965,9
064904207,1070,9
064904208,833,8
064904301,38,8
064904302,646,8
064904303,810,7
064904304,1088,7
064904305,5,9
064904306,1027,3
064904307,946,2
064904308,788,1
064904309,1449,6
064904310,1089,7
064904311,605,8
064904312,893,7
064904313,912,5
064904314,683,7
064904401,816,8
064904402,1033,7
064904403,890,8
064904404,1248,6
064904405,1433,4
064904406,1273,8
064904407,1042,9
064904408,1097,7
064904409,1575,5
064904410,844,5
064904411,820,5
064904412,927,3
064904413,1064,5
064904501,871,6
064904502,1132,6
064904503,1146,4
064904504,1269,7
064904505,1185,8
064904506,1088,7
064904507,510,8
064904508,678,8
064904601,810,10
064904602,650,8
064904603,791,9
064904604,801,9
064904605,312,9
064904606,485,9
064904607,853,9
064904608,754,7
064904609,838,7
064904610,965,7
064904611,1099,7
064904612,777,8
064904701,461,9
064904702,850,8
064904703,590,8
064904704,608,9
064904705,824,9
064904706,687,9
064904707,974,8
064904708,859,8
064904709,673,8
064904710,754,10
064904711,874,10
064904712,792,9
064904713,816,9
064904801,816,10
064904802,807,10
064904803,743,10
064904804,932,10
064904805,483,10
064904806,449,9
064904807,784,9
064904808,870,9
064904809,514,10
064904810,697,8
064904811,711,8
064904901,749,10
064904902,1044,10
064904903,678,10
064904904,1037,10
064904905,718,10
064904906,1038,10
064904907,817,10
064904908,520,10
064904909,590,8
064904910,899,9
064904911,834,10
064905001,962,10
064905002,1106,10
064905003,767,10
064905004,356,5
064905005,756,8
064905006,1080,9
064905007,957,9
064905008,892,9
064905009,609,8
064905010,1261,9
064905011,709,9
064905101,757,6
064905102,903,6
064905103,686,5
064905104,593,3
064905105,1303,7
064905106,1039,6
064905107,1152,7
064905108,1036,7
064905109,801,8
064905110,524,9
064905111,465,8
065150101,678,2
065150102,2,2
065150103,1899,2
065150104,1701,3
065150105,1812,3
065150106,1385,2
065150107,943,1
065150108,2012,2
065150109,1046,2
065150110,1766,1
065150111,1780,1
065150112,2022,1
065150113,2287,1
065150201,275,3
065150202,1109,3
065150203,576,2
065150204,114,7
065150205,725,8
065150206,614,10
065150207,1510,5
065150208,1332,10
065150209,1279,4
065150210,1946,2
065150211,1290,7
065150212,1170,5
065150213,911,1
065150214,1797,1
065150215,1479,1
065150216,1207,2
065150301,1364,2
065150302,1488,2
065150303,1463,4
065150304,1323,2
065150305,860,2
065150306,1137,3
065150307,1161,5
065150308,883,4
065150309,995,2
065150310,1078,2
065150311,928,4
065150312,1134,5
065150313,762,6
065150314,944,7
065150401,1217,5
065150402,1106,3
065150403,1315,3
065150404,719,10
065150405,971,9
065150406,1605,3
065150407,1148,2
065150408,1404,5
065150409,1178,3
065150410,1038,2
065150411,803,3
065150501,933,3
065150502,885,2
065150503,1732,5
065150504,1630,3
065150505,943,7
065150506,1195,8
065150507,1127,8
065150508,743,7
065150509,1196,6
065150510,336,2
065150511,1664,10
065150512,1511,3
065150601,1006,2
065150602,1114,5
065150603,867,2
065150604,1012,4
065150605,646,6
065150606,1219,8
065150607,1284,7
065150608,969,6
065150609,1500,4
065150610,938,3
065150611,716,5
065150612,762,6
065150613,624,5
065150614,1020,6
065150615,726,6
065150616,942,6
065150701,1920,1
065150702,1201,3
065150703,1099,4
065150704,2116,2
065150705,1061,3
065150706,1195,5
065150707,1258,5
065150708,1506,3
065150709,1641,4
065150710,961,4
065150711,679,3
065150712,1634,5
065150713,884,7
065150714,928,3
065150801,1406,8
065150802,1036,7
065150803,1103,4
065150804,889,5
065150805,827,6
065150806,894,4
065150807,1166,5
065150808,1178,5
065150809,1291,4
065150810,1212,2
065150811,1304,2
065150812,1014,8
065150901,828,7
065150902,1343,7
065150903,956,4
065150904,802,5
065150905,1428,5
065150906,1077,6
065150907,760,6
065150908,870,5
065150909,1379,5
065150910,1531,6
065150911,978,5
065150912,1128,5
065150913,1553,3
065150914,1318,2
065151001,1098,4
065151002,1717,5
065151003,1363,6
065151004,793,8
065151005,881,8
065151006,1198,8
065151007,299,10
065151008,1381,7
065151009,1199,5
065151010,766,8
065151011,853,3
065151012,603,5
065151013,1051,6
065151014,1174,5
065151015,913,7
065151101,1114,7
065151102,1329,7
065151103,1285,6
065151104,783,4
065151105,724,4
065151106,806,5
065151107,792,6
065151108,952,4
065151109,1270,5
065151110,1355,5
065151111,892,5
065151112,924,2
065151113,1087,5
065151201,894,8
065151202,934,8
065151203,1211,2
065151204,906,5
065151205,1158,4
065151206,980,4
065151207,1639,4
065151208,900,3
065151209,1540,3
065151210,1049,6
065151211,1256,5
065151212,1161,5
065151213,1082,1
065151214,1033,5
065151215,975,1
065151216,1052,3
065151217,827,3
065151301,1144,2
065151302,1199,2
065151303,979,4
065151304,1100,2
065151305,1439,4
065151306,1585,5
065151307,797,7
065151308,941,6
065151309,1529,5
065151310,1285,4
065151311,1405,6
065151312,1369,4
065151313,1017,6
065151314,955,4
065151401,1226,1
065151402,1040,1
065151403,1420,1
065151404,1995,1
065151405,671,4
065151406,1096,5
065151407,899,2
065151408,1787,3
065151409,886,1
065151410,1351,3
065151411,1107,4
065151501,1327,6
065151502,998,6
065151503,1394,2
065151504,1337,4
065151505,1483,2
065151506,1458,2
065151507,1485,3
065151508,1463,2
065151509,1239,5
065151510,1472,2
065151511,1478,3
065151512,1144,5
065151513,1374,5
065151601,875,8
065151602,1032,5
065151603,855,6
065151604,732,6
065151605,757,7
065151606,1081,5
065151607,1297,7
065151608,1418,6
065151609,902,6
065151701,1259,5
065151702,1251,5
065151703,585,7
065151704,602,8
065151705,651,9
065151706,1616,1
065151707,1099,7
065151708,504,5
065151709,306,8
065151710,1230,4
065151801,1802,3
065151802,1136,4
065151803,1566,3
065151804,1604,1
065151805,1334,1
065151806,1540,2
065151807,1431,2
065151808,1157,1
065151809,836,1
065151810,1178,2
065151811,1148,3
065151812,1544,1
065151813,1288,8
065151901,1686,4
065151902,1141,2
065151903,1631,1
065151904,1684,2
065151905,1219,1
065151906,953,2
065151907,1922,2
065151908,1517,3
065151909,1277,4
065151910,1678,2
065151911,1851,3
065151912,932,4
065151913,592,4
065151914,900,5
065152001,1751,4
065152002,955,4
065152003,1219,1
065152004,990,2
065152005,1059,4
065152006,800,4
065152007,889,4
065152008,1212,4
065152009,1307,2
065152010,1669,3
065152011,778,5
065152012,830,3
065152013,1480,2
065152014,1846,3
065152015,1461,5
065152101,419,10
065152102,576,9
065152103,672,10
065152104,844,6
065152105,932,5
065152106,899,7
065152107,725,6
065152108,1024,5
065152109,1283,5
065152110,1212,7
065152111,987,5
065152112,1038,5
065152113,1033,8
065152114,786,7
065152115,742,5
065250101,577,2
065250102,588,3
065250103,469,5
065250104,659,3
065250105,1049,5
065250106,1107,5
065250107,852,9
065250108,907,8
065250109,1026,6
065250110,700,8
065250111,1315,5
065250112,666,2
065250113,482,7
065250114,992,4
065250204,449,10
065250304,1021,3
065250401,1520,2
065250402,1659,1
065250403,913,1
065250404,1415,1
065250405,1658,2
065250406,1934,2
065250407,1048,2
065250408,1465,4
065250409,1236,3
065250411,343,1
065250414,1452,2
065250415,1098,3
065250416,552,3
065250417,1689,2
065250418,1438,5
065250601,582,1
065250602,440,1
065250603,549,4
065250604,600,5
065250605,627,7
065250606,1363,7
065250607,1770,6
065250608,814,3
065250609,1097,3
065250610,1266,5
065250611,1392,6
065250612,1114,3
065250613,998,7
065250614,475,5
065390101,1513,4
065390102,1201,4
065390103,1005,5
065390104,1068,3
065390105,1344,5
065390106,1626,3
065390107,1336,2
065390108,1272,2
065390109,938,2
065390110,924,2
065390111,1256,3
065390112,944,5
065390113,922,6
065390114,1161,6
065390201,751,5
065390202,788,4
065390203,1006,2
065390204,1444,6
065390205,866,5
065390206,1275,6
065390207,1229,8
065390208,1250,8
065390209,611,7
065390210,748,7
065390211,937,6
065390212,768,6
065390213,777,7
065390214,684,7
065390301,996,6
065390302,975,5
065390303,922,7
065390304,1342,4
065390305,983,10
065390306,729,9
065390307,929,8
065390308,539,9
065390309,813,9
065390310,1337,7
065390311,1176,8
065390401,1466,9
065390402,1345,9
065390403,1181,9
065390404,1539,7
065390405,1004,8
065390406,1441,9
065390407,454,9
065390408,1063,9
065390409,1290,9
065390410,769,10
065390411,943,9
065390412,877,9
065390413,664,9
065390414,502,9
065390501,831,8
065390502,1252,7
065390503,1311,7
065390504,1117,6
065390505,822,6
065390506,843,8
065390507,1243,8
065390508,1011,9
065390509,1236,7
065390601,1336,7
065390602,829,6
065390603,829,7
065390604,961,4
065390605,764,7
065390606,1458,5
065390607,1628,4
065390608,1252,3
065390609,928,5
065390701,1226,6
065390702,1146,6
065390703,1361,6
065390704,1825,3
065390705,1249,3
065390706,1252,3
065390707,713,6
065390708,1017,3
065390709,1336,5
065390801,758,6
065390802,919,5
065390803,1275,4
065390804,917,3
065390805,1574,5
065390806,1057,1
065390807,1083,2
065390808,2054,1
065390809,1377,3
065390810,1093,4
065390811,990,4
065390812,3048,3
065390813,1276,3
065390814,1046,3
065390815,1145,3
065390901,130,5
065390902,596,3
065390903,1212,3
065390904,1418,1
065390905,1459,3
065390906,1761,2
065390907,2167,2
065390908,1724,2
065390909,347,2
065390910,1552,4
065390911,916,6
065390912,1449,4
065391001,1411,2
065391002,1520,2
065391003,1498,4
065391004,1133,2
065391005,724,3
065391006,924,4
065391008,2204,1
065391009,1766,2
065391010,1850,2
065391012,1882,1
065391013,1653,3
065391014,1473,4
065391017,451,2
065391101,1005,6
065391102,1431,4
065391103,1049,1
065391104,1241,4
065391105,1083,2
065391106,911,2
065391107,1833,3
065391108,1902,1
065391109,1328,2
065391110,1437,3
065391111,1345,1
065391112,864,3
065391113,1192,3
065391114,1655,1
065391115,1475,3
065391116,1470,1
065391201,1340,2
065391202,1025,3
065391203,1293,2
065391204,1895,2
065391205,1165,3
065391206,1113,4
065391207,1122,5
065391208,1462,1
065391209,1485,1
065391210,1295,2
065391211,1071,4
065391212,1431,2
065391213,1237,2
065391214,1247,1
065391215,1034,4
065391301,1668,4
065391302,1016,3
065391303,1043,3
065391304,1474,1
065391305,1058,2
065391306,1256,3
065391307,1084,1
065391308,1075,6
065391309,917,1
065391401,967,8
065391402,636,8
065391403,824,8
065391404,721,6
065391405,722,6
065391406,1392,6
065391407,1769,4
065391408,1244,4
065391409,1650,4
065391410,821,7
065391411,843,5
065391412,1034,5
065391413,1041,3
065391414,965,4
065391415,955,3
065391416,921,5
065391501,607,9
065391502,680,9
065391503,519,9
065391504,1456,5
065391505,448,9
065391506,610,9
065391507,811,8
065391508,683,9
065391509,714,7
065391510,585,7
065391511,936,6
065391601,767,7
065391602,1365,7
065391603,558,8
065391604,521,9
065391605,505,8
065391606,676,9
065391607,1138,8
065391608,678,6
065391609,689,6
065391610,875,8
065391611,921,9
065391701,1227,3
065391702,1175,5
065391703,1096,2
065391704,1102,4
065391705,1224,4
065391706,1000,2
065391707,891,3
065391708,824,5
065391709,512,8
065391710,942,6
065391711,763,7
065391712,726,6
065391713,801,7
065391714,752,7
065391715,657,7
065391716,477,8
065391717,665,7
065391801,1467,3
065391802,1217,6
065391803,1507,5
065391804,968,6
065391805,1332,4
065391806,1459,3
065391807,1571,3
065391808,1472,3
065391809,1397,5
065391901,1075,2
065391902,1212,2
065391903,1082,2
065391904,1000,4
065391905,1209,5
065391906,1010,4
065391907,1076,3
065391908,987,3
065391909,1028,4
065392001,816,5
065392002,245,5
065392003,962,4
065392004,1026,5
065392005,1083,3
065392006,1341,2
065392007,665,6
065392008,1616,2
065392009,1643,1
065392010,1779,2
065392011,1449,2
065392012,1604,2
065392013,980,2
065392014,1020,3
065392101,879,5
065392102,761,4
065392103,1295,6
065392104,1445,6
065392105,860,6
065392106,819,6
065392107,882,7
065392108,773,5
065392201,1601,5
065392202,1767,2
065392203,1513,7
065392204,1149,5
065392205,1392,4
065392206,1422,6
065392207,1594,4
065392208,1663,4
065392301,1002,3
065392302,1346,1
065392303,1162,3
065392304,1082,1
065392305,1555,3
065392306,1408,2
065392307,1123,3
065392308,1308,3
065392309,1394,2
065392310,1254,1
065392311,1359,3
065392312,1746,1
065392313,1496,2
065392314,1289,1
065392401,1664,3
065392402,999,4
065392403,879,2
065392404,1565,3
065392405,1113,3
065392406,974,4
065392407,992,3
065392408,879,2
065392409,926,3
065392410,900,1
065392411,1087,4
065392412,1007,3
065392413,1093,2
065392414,1693,2
065392415,1854,1
065392501,1636,3
065392502,1300,2
065392503,1782,3
065392504,853,3
065392505,1028,3
065392506,1011,4
065392507,1203,1
065392508,1427,2
065392510,1378,4
065392511,944,2
065392512,908,2
065392601,1541,3
065392602,1752,1
065392603,1146,1
065392604,1144,1
065392605,1354,2
065392606,1323,3
065392607,1855,1
065392608,1499,1
065392609,1389,1
065392610,1290,2
065392611,1053,1
065392612,1504,1
065392613,805,3
065392614,1029,3
065392701,1751,2
065392702,1535,1
065392703,1572,2
065392704,1238,3
065392705,1184,4
065392706,1583,3
065392707,1357,3
065392708,1478,4
065392709,1415,3
065392710,1192,2
065392711,1499,2
065392712,1646,3
065392801,1076,1
065392802,1203,5
065392803,1171,2
065392804,1617,2
065392805,1422,2
065392806,1797,1
065392807,1403,2
065392808,1603,2
065392809,1118,3
065392810,1585,4
065392811,1500,3
065392812,1045,3
065392901,151,2
065392902,256,3
065392904,284,1
065392905,381,5
065392906,530,2
065392908,404,2
065392909,513,1
065392910,167,1
065392911,785,2
065392912,321,2
065392913,218,1
065392915,588,3
065392916,1508,1
065392917,69,3
065392918,1068,1
065392919,831,1
065392920,1753,2
065392921,1415,2
065392922,1280,4
065392923,1015,6
065392924,1664,2
065392925,1155,4
065393001,1672,1
065393002,1653,4
065393003,1111,5
065393004,1499,1
065393005,1238,1
065393006,1041,1
065393007,759,1
065393008,929,1
065393009,1306,4
065393010,1100,4
065393011,1171,3
065393012,1121,3
065393013,1398,3
065393014,1925,1
065393015,1016,4
065393016,1180,6
065393101,1385,3
065393102,1584,3
065393103,1495,2
065393104,1851,2
065393105,1137,4
065393106,1623,3
065393108,1136,1
065393109,1382,1
065393110,1478,2
065393111,1416,2
065393112,1212,6
065393113,1279,4
065393114,940,3
065393115,1190,1
065393116,1494,2
065393117,1317,2
065393201,1607,1
065393202,1567,1
065393203,1830,2
065393204,1262,1
065393205,1692,1
065393206,1634,1
065393207,1589,1
065393208,1514,3
065393209,885,4
065393210,980,2
065393211,1642,2
065393212,154,1
065393213,957,1
065393214,1001,1
065393215,1729,1
065393301,1134,2
065393302,1059,2
065393303,1140,4
065393304,906,1
065393305,767,1
065393306,1162,3
065393307,1555,1
065393308,1618,2
065393309,1809,1
065393310,1220,4
065393311,630,3
065393312,1133,6
065393313,1337,6
065393314,699,4
065393315,637,2
065393401,1196,4
065393402,1464,1
065393403,1360,2
065393404,1290,1
065393405,1432,1
065393406,1344,1
065393407,1492,2
065393408,1502,2
065393409,1615,2
065393410,1203,2
065393411,1204,2
065393412,1167,4
065393413,1265,6
065393414,1573,3
065393415,1018,3
065393416,156,2
065393417,1094,1
065393418,788,2
065600101,1554,1
065600102,1524,1
065600103,1506,1
065600104,1356,1
065600105,2009,2
065600106,1099,1
065600107,1063,1
065600108,1483,3
065600109,1463,2
065600110,1244,2
065600111,1309,2
065600112,1158,3
065600113,1169,3
065600114,2094,1
065600115,1031,3
065600201,1563,2
065600202,1619,2
065600203,1528,3
065600204,1886,2
065600205,1425,3
065600206,1784,1
065600207,1479,2
065600208,1518,2
065600209,1654,2
065600210,1602,3
065600211,3411,1
065600212,1248,2
065600213,1332,2
065600214,1458,2
065600215,1632,1
065600216,2310,1
065600301,4412,1
065600302,1891,1
065600303,1168,2
065600304,1071,2
065600305,1081,4
065600306,1106,3
065600307,2003,1
065600308,1468,1
065600309,1699,1
065600310,1449,3
065600311,1386,3
065600312,1206,2
065600313,695,3
065600314,909,1
065600315,1426,2
065600316,302,1
065600401,1142,4
065600402,997,3
065600403,1903,2
065600404,1805,1
065600405,1367,1
065600406,921,1
065600407,988,3
065600408,778,5
065600409,1341,4
065600410,1408,3
065600411,1152,3
065600412,1095,3
065600413,947,6
065600414,905,6
065600415,909,5
065600416,986,5
065600417,1385,4
065600418,920,3
065600419,1544,2
065600420,1408,3
065600501,747,5
065600502,1366,2
065600503,709,1
065600504,1338,2
